"","id","itemTime","trialnumber","kind","expression","access","observation","state","RT","value"
"1662","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541379961,6,"f","is_certainly possible",NA,NA,7,7847,NA
"1663","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541388419,7,"c","is_probably unlikely",4,1,NA,8456,41
"1664","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541393185,8,"f","might_be likely",NA,NA,3,4764,NA
"1665","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541402808,9,"c","is_probably likely",5,4,NA,9621,54
"1666","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541406366,10,"f","might_be unlikely",NA,NA,6,3557,NA
"1667","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541421017,11,"c","might_be likely",4,2,NA,14649,42
"1668","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541424766,12,"f","is_probably likely",NA,NA,5,3747,NA
"1669","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541432278,13,"c","is unlikely",4,0,NA,7509,40
"1670","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541438496,14,"f","is likely",NA,NA,2,6216,NA
"1671","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541450358,15,"c","is likely",6,4,NA,11860,64
"1672","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541454172,16,"f","is_probably unlikely",NA,NA,6,3812,NA
"1673","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541464824,17,"c","is possible",4,2,NA,10650,42
"1674","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541468102,18,"f","is possible",NA,NA,5,3276,NA
"1675","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541475547,19,"c","might_be possible",6,5,NA,7442,65
"1676","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541478577,20,"f","might_be possible",NA,NA,6,3028,NA
"1677","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541487847,21,"c","is_certainly likely",7,6,NA,9266,76
"1678","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541491861,22,"f","is_certainly likely",NA,NA,8,4011,NA
"1679","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541499179,23,"c","might_be unlikely",3,0,NA,7317,30
"1680","A20HITED8LB7O5:33C7UALJVM6OSOYR1NTMAPM30LL812",1480541502495,24,"f","is unlikely",NA,NA,1,3313,NA
"1681","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548395389,1,"c","might_be likely",6,3,NA,27151,63
"1682","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548414812,2,"f","is unlikely",NA,NA,2,19416,NA
"1683","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548431952,3,"c","is unlikely",6,1,NA,17133,61
"1684","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548438177,4,"f","is_certainly likely",NA,NA,6,6218,NA
"1685","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548448659,5,"c","is_probably possible",4,3,NA,10476,43
"1686","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548455081,6,"f","is_probably unlikely",NA,NA,6,6416,NA
"1687","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548460985,7,"c","is possible",4,4,NA,5897,44
"1688","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548473469,8,"f","might_be unlikely",NA,NA,3,12480,NA
"1689","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548483479,9,"c","is likely",2,1,NA,10003,21
"1690","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548489758,10,"f","is_certainly possible",NA,NA,6,6272,NA
"1691","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548497627,11,"c","is_probably likely",5,5,NA,7861,55
"1692","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548503994,12,"f","is_certainly unlikely",NA,NA,4,6362,NA
"1693","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548508788,13,"c","is_certainly likely",4,4,NA,4788,44
"1694","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548515934,14,"f","is possible",NA,NA,7,7142,NA
"1695","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548520390,15,"c","might_be possible",4,4,NA,4448,44
"1696","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548529632,16,"f","is_probably likely",NA,NA,7,9237,NA
"1697","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548540483,17,"c","is_certainly possible",4,4,NA,10845,44
"1698","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548546807,18,"f","might_be likely",NA,NA,6,6315,NA
"1699","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548552252,19,"c","is_probably unlikely",3,3,NA,5438,33
"1700","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548559815,20,"f","is likely",NA,NA,8,7558,NA
"1701","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548566252,21,"c","might_be unlikely",8,8,NA,6431,88
"1702","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548577815,22,"f","might_be possible",NA,NA,5,11558,NA
"1703","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548583563,23,"c","is_certainly unlikely",4,3,NA,5742,43
"1704","A20J4PEMZPO90I:3JMSRU9HQJ2LN1OGL4ZB9NP50SPVEC",1480548590712,24,"f","is_probably possible",NA,NA,7,7143,NA
"1705","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543622386,1,"c","might_be likely",6,3,NA,28643,63
"1706","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543676139,2,"f","is_probably likely",NA,NA,6,53739,NA
"1707","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543689051,3,"c","is_certainly possible",6,4,NA,12899,64
"1708","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543747531,4,"f","might_be unlikely",NA,NA,1,58467,NA
"1709","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543799422,5,"c","is_probably likely",7,6,NA,51876,76
"1710","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543818681,6,"f","is_certainly likely",NA,NA,7,19245,NA
"1711","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543845953,7,"c","is likely",7,5,NA,27258,75
"1712","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543900905,8,"f","is_certainly unlikely",NA,NA,2,54939,NA
"1713","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543947156,9,"c","is_certainly likely",7,5,NA,46237,75
"1714","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480543977928,10,"f","might_be possible",NA,NA,7,30760,NA
"1715","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544005883,11,"c","is_probably unlikely",6,2,NA,27941,62
"1716","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544024265,12,"f","is possible",NA,NA,7,18371,NA
"1717","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544041359,13,"c","might_be unlikely",7,2,NA,17083,72
"1718","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544065552,14,"f","might_be likely",NA,NA,7,24180,NA
"1719","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544097926,15,"c","is_certainly unlikely",7,2,NA,32359,72
"1720","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544141254,16,"f","is_certainly possible",NA,NA,8,43318,NA
"1721","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544149543,17,"c","is_probably possible",8,7,NA,8277,87
"1722","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544198238,18,"f","is unlikely",NA,NA,2,48683,NA
"1723","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544215018,19,"c","might_be possible",8,4,NA,16767,84
"1724","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544238521,20,"f","is_probably possible",NA,NA,8,23491,NA
"1725","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544252189,21,"c","is unlikely",7,1,NA,13656,71
"1726","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544272885,22,"f","is likely",NA,NA,7,20686,NA
"1727","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544287513,23,"c","is possible",8,7,NA,14616,87
"1728","A21KGSK2BDVWOA:3G0WWMR1UWSXCZ5CS48KTNK6XSBQN2",1480544313164,24,"f","is_probably unlikely",NA,NA,3,25640,NA
"1729","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542163514,1,"c","is possible",6,3,NA,29129,63
"1730","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542186355,2,"f","is_probably possible",NA,NA,3,22838,NA
"1731","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542209025,3,"c","is unlikely",6,2,NA,22666,62
"1732","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542232485,4,"f","is possible",NA,NA,6,23456,NA
"1733","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542255554,5,"c","is_probably possible",5,3,NA,23066,53
"1734","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542269532,6,"f","is_probably likely",NA,NA,7,13974,NA
"1735","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542289729,7,"c","is_probably unlikely",5,1,NA,20192,51
"1736","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542300197,8,"f","is likely",NA,NA,7,10463,NA
"1737","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542317425,9,"c","might_be possible",6,4,NA,17225,64
"1738","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542333401,10,"f","might_be likely",NA,NA,7,15972,NA
"1739","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542379218,11,"c","might_be likely",7,4,NA,45813,74
"1740","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542391315,12,"f","might_be possible",NA,NA,5,12094,NA
"1741","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542413526,13,"c","is_certainly possible",9,7,NA,22208,97
"1742","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542423370,14,"f","might_be unlikely",NA,NA,3,9840,NA
"1743","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542441965,15,"c","might_be unlikely",5,1,NA,18592,51
"1744","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542475690,16,"f","is unlikely",NA,NA,2,33721,NA
"1745","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542541358,17,"c","is_certainly likely",8,5,NA,65665,85
"1746","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542552270,18,"f","is_certainly likely",NA,NA,8,10908,NA
"1747","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542567030,19,"c","is_certainly unlikely",5,1,NA,14757,51
"1748","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542581055,20,"f","is_certainly unlikely",NA,NA,2,14020,NA
"1749","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542610966,21,"c","is likely",7,5,NA,29907,75
"1750","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542626406,22,"f","is_certainly possible",NA,NA,5,15436,NA
"1751","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542639682,23,"c","is_probably likely",6,4,NA,13273,64
"1752","A25D66AC4QUW2U:34QN5IT0T0ZOLZD954PMWK3TVTF80Z",1480542649595,24,"f","is_probably unlikely",NA,NA,3,9910,NA
"1753","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600875572,1,"c","is_certainly likely",8,2,NA,21205,82
"1754","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600886063,2,"f","is likely",NA,NA,5,10489,NA
"1755","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600903991,3,"c","is likely",8,3,NA,17926,83
"1756","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600915403,4,"f","is_probably likely",NA,NA,6,11410,NA
"1757","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600926192,5,"c","might_be unlikely",6,3,NA,10788,63
"1758","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600936829,6,"f","might_be unlikely",NA,NA,4,10635,NA
"1759","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600946935,7,"c","might_be likely",4,3,NA,10105,43
"1760","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600957377,8,"f","might_be possible",NA,NA,6,10440,NA
"1761","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600964909,9,"c","is_certainly unlikely",6,2,NA,7531,62
"1762","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600971096,10,"f","is_certainly unlikely",NA,NA,4,6185,NA
"1763","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600980920,11,"c","is unlikely",6,2,NA,9821,62
"1764","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600989589,12,"f","is possible",NA,NA,6,8668,NA
"1765","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480600997405,13,"c","is possible",7,3,NA,7814,73
"1766","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601004133,14,"f","is_certainly possible",NA,NA,7,6727,NA
"1767","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601012409,15,"c","is_certainly possible",5,2,NA,8275,52
"1768","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601018288,16,"f","might_be likely",NA,NA,6,5878,NA
"1769","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601026742,17,"c","might_be possible",4,3,NA,8452,43
"1770","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601035424,18,"f","is_probably unlikely",NA,NA,3,8681,NA
"1771","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601043142,19,"c","is_probably possible",4,2,NA,7717,42
"1772","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601047311,20,"f","is_certainly likely",NA,NA,8,4167,NA
"1773","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601070509,21,"c","is_probably likely",7,5,NA,23196,75
"1774","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601075333,22,"f","is unlikely",NA,NA,3,4822,NA
"1775","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601088927,23,"c","is_probably unlikely",5,2,NA,13593,52
"1776","A2C39KTRMOM1XZ:32N49TQG3HQIXO745ZXPD4ZEFDRVAH",1480601095387,24,"f","is_probably possible",NA,NA,6,6458,NA
"1777","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480548430252,1,"c","is_probably unlikely",6,1,NA,28460,61
"1778","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480548447248,2,"f","might_be unlikely",NA,NA,3,16992,NA
"1779","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480548466168,3,"c","is_probably likely",5,4,NA,18917,54
"1780","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480548486024,4,"f","is possible",NA,NA,3,19854,NA
"1781","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480548497960,5,"c","is unlikely",7,2,NA,11932,72
"1782","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480548512575,6,"f","is_probably likely",NA,NA,7,14611,NA
"1783","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549304296,7,"c","is_probably possible",4,2,NA,791717,42
"1784","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549314080,8,"f","might_be likely",NA,NA,6,9782,NA
"1785","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549330745,9,"c","might_be likely",4,3,NA,16662,43
"1786","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549343249,10,"f","is_certainly unlikely",NA,NA,2,12502,NA
"1787","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549356233,11,"c","might_be unlikely",5,2,NA,12981,52
"1788","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549365873,12,"f","is_certainly possible",NA,NA,4,9637,NA
"1789","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549406657,13,"c","is_certainly likely",7,5,NA,40780,75
"1790","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549414865,14,"f","is likely",NA,NA,7,8206,NA
"1791","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549423585,15,"c","is_certainly unlikely",7,2,NA,8716,72
"1792","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549432489,16,"f","might_be possible",NA,NA,3,8898,NA
"1793","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549452520,17,"c","is likely",6,4,NA,20028,64
"1794","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549463456,18,"f","is unlikely",NA,NA,2,10934,NA
"1795","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549481665,19,"c","is_certainly possible",6,3,NA,18207,63
"1796","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549487601,20,"f","is_certainly likely",NA,NA,7,5934,NA
"1797","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549508249,21,"c","might_be possible",3,0,NA,20643,30
"1798","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549522251,22,"f","is_probably possible",NA,NA,3,14000,NA
"1799","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549532272,23,"c","is possible",4,2,NA,10018,42
"1800","A2CF2BD4Q0ZDJN:3A7Y0R2P2PWL26F3ZKBKUOZILBTXJ2",1480549544256,24,"f","is_probably unlikely",NA,NA,3,11980,NA
"1801","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537652698,1,"c","is_certainly likely",6,4,NA,37024,64
"1802","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537664400,2,"f","is_certainly possible",NA,NA,4,11686,NA
"1803","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537719525,3,"c","is_certainly unlikely",6,1,NA,55125,61
"1804","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537749713,4,"f","might_be likely",NA,NA,6,30183,NA
"1805","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537764012,5,"c","is_probably likely",3,2,NA,14299,32
"1806","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537785013,6,"f","is_probably unlikely",NA,NA,4,21001,NA
"1807","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537808198,7,"c","is possible",4,2,NA,23185,42
"1808","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537821034,8,"f","is_certainly likely",NA,NA,7,12821,NA
"1809","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537852282,9,"c","is_probably unlikely",6,2,NA,31248,62
"1810","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537856709,10,"f","is possible",NA,NA,7,4427,NA
"1811","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537877097,11,"c","might_be likely",6,3,NA,20385,63
"1812","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537885564,12,"f","might_be possible",NA,NA,4,8467,NA
"1813","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537896868,13,"c","is likely",7,5,NA,11304,75
"1814","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537902060,14,"f","is likely",NA,NA,7,5192,NA
"1815","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537911577,15,"c","is_certainly possible",6,3,NA,9517,63
"1816","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537925262,16,"f","is_certainly unlikely",NA,NA,1,13685,NA
"1817","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537964022,17,"c","is unlikely",5,0,NA,38759,50
"1818","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537973033,18,"f","might_be unlikely",NA,NA,2,9003,NA
"1819","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537988095,19,"c","is_probably possible",7,4,NA,15062,74
"1820","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480537994242,20,"f","is_probably likely",NA,NA,8,6147,NA
"1821","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480538008008,21,"c","might_be unlikely",5,1,NA,13766,51
"1822","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480538058957,22,"f","is_probably possible",NA,NA,7,50949,NA
"1823","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480538247457,23,"c","might_be possible",5,3,NA,188492,53
"1824","A2EEL9YYUHL5SK:32Q90QCQ1TT77QU4M0L47EEOKSIEK5",1480538255644,24,"f","is unlikely",NA,NA,2,8177,NA
"1825","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603645151,1,"c","is likely",6,4,NA,22728,64
"1826","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603665886,2,"f","might_be possible",NA,NA,5,20734,NA
"1827","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603683654,3,"c","is_certainly unlikely",6,1,NA,17767,61
"1828","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603694831,4,"f","is_probably likely",NA,NA,7,11176,NA
"1829","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603709904,5,"c","is_certainly likely",6,4,NA,15072,64
"1830","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603729328,6,"f","is likely",NA,NA,7,19423,NA
"1831","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603740592,7,"c","is_certainly possible",6,4,NA,11263,64
"1832","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603749904,8,"f","is unlikely",NA,NA,3,9311,NA
"1833","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603773328,9,"c","might_be unlikely",6,2,NA,23424,62
"1834","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603810823,10,"f","might_be likely",NA,NA,6,37494,NA
"1835","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603819423,11,"c","is_probably likely",6,4,NA,8599,64
"1836","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603827592,12,"f","is_certainly possible",NA,NA,7,8168,NA
"1837","A2G7N0X0PNX0EE:3QEMNNSB2Y7EK59K7BLBXRRHEZBD75",1480603840215,13,"c","might_be possible",6,4,NA,12622,64
